OBJECTID,MODO,CODIGOITINERARIO,CODIGOGESTIONLINEA,NUMEROLINEAUSUARIO,SENTIDO,TIPOITINERARIO,CODIGOESTACION,CODIGOPOSTE,CODIGOANDEN,NUMEROORDEN,IDENTIFICADORTIPOPARADA,TIPOPARADA,DENOMINACION,CODIGOPROVINCIA,CODIGOMUNICIPIO,MUNICIPIO,CORONATARIFARIA,DIRECCION,FECHAALTA,FECHAINICIO,FECHAFIN,LONGITUDTRAMOANTERIOR,VELOCIDADTRAMOANTERIOR,MODOLINEA,IDFINTERCAMBIADOR,CODPROV_LINEA,CODMUN_LINEA,IDFTRAMO,CODIGOOBSERVACION,CODIGOSUBLINEA,DENOMINACION_SAE,IDFLINEA,IDFITINERARIO,IDFESTACION,IDFPOSTE,IDFANDEN,CODIGOCTMESTACIONREDMETRO
4148,6,283743,111,111,1,1,2711,*,,12,TI,I,RUIDERA-BOHONAL,28,079,MADRID,A,Calle de Ruidera N 30,19991221,19861001,,256.6379,10.644,6,_,,,6__111_____1_IT_1_6_2711_*__TI_I_12,,,,6__111___,6__111_____1_IT_1,6_2711,6_2711_*,6_2711_,
4149,6,366195,102,102,1,1,2711,*,,14,TI,I,RUIDERA-BOHONAL,28,079,MADRID,A,Calle de Ruidera N 30,20201230,20210101,,369.9942,13.434,6,_,,,6__102_____1_IT_1_6_2711_*__TI_I_14,,610201,,6__102___,6__102____610201_1_IT_1,6_2711,6_2711_*,6_2711_,
4150,6,283743,111,111,1,1,2712,*,,13,TI,I,RONDA SUR-STA.RAFAELA,28,079,MADRID,A,Ronda  Sur N 4,19991221,19861001,,297.8787,10.644,6,_,,,6__111_____1_IT_1_6_2712_*__TI_I_13,,,,6__111___,6__111_____1_IT_1,6_2712,6_2712_*,6_2712_,
4151,6,366195,102,102,1,1,2712,*,,15,TI,I,RONDA SUR-STA.RAFAELA,28,079,MADRID,A,Ronda  Sur N 4,20201230,20210101,,297.878,30,6,_,,,6__102_____1_IT_1_6_2712_*__TI_I_15,,610201,,6__102___,6__102____610201_1_IT_1,6_2712,6_2712_*,6_2712_,
4152,6,283743,111,111,1,1,2714,*,,15,TI,I,RONDA SUR-MONTANCHEZ,28,079,MADRID,A,Ronda  Sur N SN,19991221,19861001,,253.2732,10.644,6,_,,,6__111_____1_IT_1_6_2714_*__TI_I_15,,,,6__111___,6__111_____1_IT_1,6_2714,6_2714_*,6_2714_,
4153,6,283743,111,111,1,1,2715,*,,16,TI,T,HORNACHOS-MONTANCHEZ,28,079,MADRID,A,Calle de Hornachos N 1,19991221,19861001,,495.3455,10.644,6,_,,,6__111_____1_IT_1_6_2715_*__TI_T_16,,,,6__111___,6__111_____1_IT_1,6_2715,6_2715_*,6_2715_,
4154,6,362947,111,111,2,1,2715,*,,1,TI,T,HORNACHOS-MONTANCHEZ,28,079,MADRID,A,Calle de Hornachos N 1,20181220,20181220,,0,0,6,_,,,6__111_____2_IT_1_6_2715_*__TI_T_1,,,,6__111___,6__111_____2_IT_1,6_2715,6_2715_*,6_2715_,
4155,6,366196,102,102,2,1,2715,*,,11,TI,I,HORNACHOS-MONTANCHEZ,28,079,MADRID,A,Calle de Hornachos N 1,20201230,20210101,,437.899,30,6,_,,,6__102_____2_IT_1_6_2715_*__TI_I_11,,610202,,6__102___,6__102____610202_2_IT_1,6_2715,6_2715_*,6_2715_,
4156,6,362947,111,111,2,1,2716,*,,2,TI,I,RONDA SUR-MONTANCHEZ,28,079,MADRID,A,Ronda  Sur N 209,20181220,20181220,,251.483,13.36,6,_,,,6__111_____2_IT_1_6_2716_*__TI_I_2,,,,6__111___,6__111_____2_IT_1,6_2716,6_2716_*,6_2716_,
4157,6,366196,102,102,2,1,2716,*,,12,TI,I,RONDA SUR-MONTANCHEZ,28,079,MADRID,A,Ronda  Sur N 209,20201230,20210101,,251.483,30,6,_,,,6__102_____2_IT_1_6_2716_*__TI_I_12,,610202,,6__102___,6__102____610202_2_IT_1,6_2716,6_2716_*,6_2716_,
4158,6,362947,111,111,2,1,2717,*,,3,TI,I,RONDA SUR-SERENA,28,079,MADRID,A,Ronda  Sur N 151,20181220,20181220,,246.7344,13.36,6,_,,,6__111_____2_IT_1_6_2717_*__TI_I_3,,,,6__111___,6__111_____2_IT_1,6_2717,6_2717_*,6_2717_,
4159,6,366196,102,102,2,1,2717,*,,13,TI,I,RONDA SUR-SERENA,28,079,MADRID,A,Ronda  Sur N 151,20201230,20210101,,246.734,30,6,_,,,6__102_____2_IT_1_6_2717_*__TI_I_13,,610202,,6__102___,6__102____610202_2_IT_1,6_2717,6_2717_*,6_2717_,
4160,6,362947,111,111,2,1,2719,*,,5,TI,I,BOHONAL-RUIDERA,28,079,MADRID,A,Calle de Bohonal N 46,20181220,20181220,,307.891,13.36,6,_,,,6__111_____2_IT_1_6_2719_*__TI_I_5,,,,6__111___,6__111_____2_IT_1,6_2719,6_2719_*,6_2719_,
4161,6,366196,102,102,2,1,2719,*,,15,TI,I,BOHONAL-RUIDERA,28,079,MADRID,A,Calle de Bohonal N 46,20201230,20210101,,307.891,13.36,6,_,,,6__102_____2_IT_1_6_2719_*__TI_I_15,,610202,,6__102___,6__102____610202_2_IT_1,6_2719,6_2719_*,6_2719_,
4162,6,362947,111,111,2,1,2720,*,,6,TI,I,RUIDERA,28,079,MADRID,A,Calle de Ruidera N 7,20181220,20181220,,272.6024,13.36,6,_,,,6__111_____2_IT_1_6_2720_*__TI_I_6,,,,6__111___,6__111_____2_IT_1,6_2720,6_2720_*,6_2720_,
4163,6,351606,103,103,1,1,2721,*,,10,TI,I,CARLOS MARTIN ALVAREZ-AV.SAN DIEGO,28,079,MADRID,A,Calle de Carlos Martín Álvarez N 81,20140204,20140113,,192.2631,11.908,6,_,,,6__103_____1_IT_1_6_2721_*__TI_I_10,,,,6__103___,6__103_____1_IT_1,6_2721,6_2721_*,6_2721_,
4164,6,362947,111,111,2,1,2721,*,,11,TI,I,CARLOS MARTIN ALVAREZ-AV.SAN DIEGO,28,079,MADRID,A,Calle de Carlos Martín Álvarez N 81,20181220,20181220,,192.2631,9.252,6,_,,,6__111_____2_IT_1_6_2721_*__TI_I_11,,,,6__111___,6__111_____2_IT_1,6_2721,6_2721_*,6_2721_,
4165,6,341893,113,113,1,1,2723,*,,14,TI,I,ARROYO DE LA MEDIA LEGUA,28,079,MADRID,A,Calle del Arroyo de la Media Legua N 37,20100310,20100306,,128.7646,11.051,6,_,,,6__113_____1_IT_1_6_2723_*__TI_I_14,,,,6__113___,6__113_____1_IT_1,6_2723,6_2723_*,6_2723_,
4166,6,341893,113,113,1,1,2724,*,,22,TI,I,HERMANOS MACHADO-CARLOS HDEZ.,28,079,MADRID,A,Calle de los Hermanos Machado N 37,20100310,20100306,,248.783,30,6,_,,,6__113_____1_IT_1_6_2724_*__TI_I_22,,,,6__113___,6__113_____1_IT_1,6_2724,6_2724_*,6_2724_,
4167,6,341894,113,113,2,1,2727,*,,14,TI,I,ARROYO MEDIA LEGUA-DR.Gª TAPIA,28,079,MADRID,A,Calle del Arroyo de la Media Legua N 37,20100310,20100306,,781.804,30,6,_,,,6__113_____2_IT_1_6_2727_*__TI_I_14,,,,6__113___,6__113_____2_IT_1,6_2727,6_2727_*,6_2727_,
4168,6,341894,113,113,2,1,2728,*,,15,TI,I,ARROYO MEDIA LEGUA-Cº VINATEROS,28,079,MADRID,A,Calle del Arroyo de la Media Legua N 33,20100310,20100306,,225.394,30,6,_,,,6__113_____2_IT_1_6_2728_*__TI_I_15,,,,6__113___,6__113_____2_IT_1,6_2728,6_2728_*,6_2728_,
4169,6,341893,113,113,1,1,2729,*,,13,TI,I,ARROYO MEDIA LEGUA-Cº VINATEROS,28,079,MADRID,A,Calle del Arroyo de la Media Legua N 66,20100310,20100306,,263.6601,11.051,6,_,,,6__113_____1_IT_1_6_2729_*__TI_I_13,,,,6__113___,6__113_____1_IT_1,6_2729,6_2729_*,6_2729_,
4170,6,283751,114,114,1,1,2732,*,,5,TI,I,JOSEFA VALCARCEL-INST.NAC.ESTADISTICA,28,079,MADRID,A,Calle de Josefa Valcárcel N 42,19991221,19900523,,613.6157,19.25,6,_,,,6__114_____1_IT_1_6_2732_*__TI_I_5,,,,6__114___,6__114_____1_IT_1,6_2732,6_2732_*,6_2732_,
4171,6,284275,115,115,1,1,2732,*,,3,TI,I,JOSEFA VALCARCEL-INST.NAC.ESTADISTICA,28,079,MADRID,A,Calle de Josefa Valcárcel N 42,19991221,20000110,,1036.4089,20.487,6,_,,,6__115_____1_IT_1_6_2732_*__TI_I_3,,,,6__115___,6__115_____1_IT_1,6_2732,6_2732_*,6_2732_,
4172,6,370764,504,N4,1,1,2732,*,,11,TI,I,JOSEFA VALCARCEL-INST.NAC.ESTADISTICA,28,079,MADRID,A,Calle de Josefa Valcárcel N 42,20231210,20231129,,1036.412,21.609,6,_,,,6_N_504_____1_IT_1_6_2732_*__TI_I_11,,,,6_N_504___,6_N_504_____1_IT_1,6_2732,6_2732_*,6_2732_,
4173,6,283751,114,114,1,1,2734,*,,7,TI,I,JUAN I.LUCA TENA-ALEGRIA DE ORIA,28,079,MADRID,A,Calle de Juan Ignacio Luca de Tena N 4A,19991221,19900523,,374.5756,19.25,6,_,,,6__114_____1_IT_1_6_2734_*__TI_I_7,,,,6__114___,6__114_____1_IT_1,6_2734,6_2734_*,6_2734_,
4174,6,367388,146,146,1,1,2734,*,,29,TI,I,JUAN I.LUCA TENA-ALEGRIA DE ORIA,28,079,MADRID,A,Calle de Juan Ignacio Luca de Tena N 4A,20211026,20211026,,328.8962,12.015,6,_,,,6__146_____1_IT_1_6_2734_*__TI_I_29,,,,6__146___,6__146_____1_IT_1,6_2734,6_2734_*,6_2734_,
4175,6,370764,504,N4,1,1,2734,*,,12,TI,I,JUAN I.LUCA TENA-ALEGRIA DE ORIA,28,079,MADRID,A,Calle de Juan Ignacio Luca de Tena N 4A,20231210,20231129,,636.5979,22.054,6,_,,,6_N_504_____1_IT_1_6_2734_*__TI_I_12,,,,6_N_504___,6_N_504_____1_IT_1,6_2734,6_2734_*,6_2734_,
4176,6,283751,114,114,1,1,2735,*,,8,TI,I,JUAN I. LUCA DE TENA Nº14,28,079,MADRID,A,Calle de Juan Ignacio Luca de Tena N 12,19991221,19900523,,330.5652,19.25,6,_,,,6__114_____1_IT_1_6_2735_*__TI_I_8,,,,6__114___,6__114_____1_IT_1,6_2735,6_2735_*,6_2735_,
4177,6,367388,146,146,1,1,2735,*,,30,TI,I,JUAN I. LUCA DE TENA Nº14,28,079,MADRID,A,Calle de Juan Ignacio Luca de Tena N 12,20211026,20211026,,330.5668,12.015,6,_,,,6__146_____1_IT_1_6_2735_*__TI_I_30,,,,6__146___,6__146_____1_IT_1,6_2735,6_2735_*,6_2735_,
4178,6,370764,504,N4,1,1,2735,*,,13,TI,I,JUAN I. LUCA DE TENA Nº14,28,079,MADRID,A,Calle de Juan Ignacio Luca de Tena N 12,20231210,20231129,,330.5668,22.054,6,_,,,6_N_504_____1_IT_1_6_2735_*__TI_I_13,,,,6_N_504___,6_N_504_____1_IT_1,6_2735,6_2735_*,6_2735_,
4179,6,342644,109,109,1,1,2669,*,,4,TI,I,GUTIERRE DE CETINA Nº 14,28,079,MADRID,A,Calle de Gutierre de Cetina N 12,20100720,20100717,,237,30,6,_,,,6__109_____1_IT_1_6_2669_*__TI_I_4,,,,6__109___,6__109_____1_IT_1,6_2669,6_2669_*,6_2669_,
4180,6,346647,106,106,2,1,2602,*,,20,TI,I,NICOLAS SALMERON-HERMANOS GARCÍA NOBLEJAS,28,079,MADRID,A,Calle de Nicolás Salmerón SN SN,20120131,20120109,,205.9016,-1,6,91_99,,,6__106_____2_IT_1_6_2602_*__TI_I_20,,,,6__106___,6__106_____2_IT_1,6_2602,6_2602_*,6_2602_,
4181,6,344448,070,70,2,1,2602,*,,2,TI,I,NICOLAS SALMERON-HERMANOS GARCÍA NOBLEJAS,28,079,MADRID,A,Calle de Nicolás Salmerón SN SN,20110324,20110316,,210.7307,13.784,6,91_99,,,6__70_____2_IT_1_6_2602_*__TI_I_2,,,,6__70___,6__70_____2_IT_1,6_2602,6_2602_*,6_2602_,
4182,6,359378,507,N7,2,1,2602,*,,19,TI,I,NICOLAS SALMERON-HERMANOS GARCÍA NOBLEJAS,28,079,MADRID,A,Calle de Nicolás Salmerón SN SN,20090629,20170522,,205.9016,-1,6,91_99,,,6_N_507_____2_IT_1_6_2602_*__TI_I_19,,,,6_N_507___,6_N_507_____2_IT_1,6_2602,6_2602_*,6_2602_,
4183,6,346647,106,106,2,1,2603,*,,25,TI,I,FCO.LARGO CABALLERO-AV.DAROCA,28,079,MADRID,A,Calle de Francisco Largo Caballero N 15,20120131,20120109,,360.8965,14.195,6,_,,,6__106_____2_IT_1_6_2603_*__TI_I_25,,,,6__106___,6__106_____2_IT_1,6_2603,6_2603_*,6_2603_,
4184,6,346647,106,106,2,1,2604,*,,26,TI,I,FCO.LARGO CABALLERO-ARRIAGA,28,079,MADRID,A,Avda de Daroca SN SN,20120131,20120109,,197.1459,14.195,6,93_243,,,6__106_____2_IT_1_6_2604_*__TI_I_26,,,,6__106___,6__106_____2_IT_1,6_2604,6_2604_*,6_2604_,
4185,6,359378,507,N7,2,1,2604,*,,22,TI,I,FCO.LARGO CABALLERO-ARRIAGA,28,079,MADRID,A,Avda de Daroca SN SN,20090629,20170522,,825.0632,15.638,6,93_243,,,6_N_507_____2_IT_1_6_2604_*__TI_I_22,,,,6_N_507___,6_N_507_____2_IT_1,6_2604,6_2604_*,6_2604_,
4186,6,346647,106,106,2,1,2605,*,,27,TI,I,AVDA.DAROCA-CEMENTERIO ALMUDENA,28,079,MADRID,A,Avda de Daroca N 93,20120131,20120109,,418.225,30,6,_,,,6__106_____2_IT_1_6_2605_*__TI_I_27,,,,6__106___,6__106_____2_IT_1,6_2605,6_2605_*,6_2605_,
4187,6,359378,507,N7,2,1,2605,*,,23,TI,I,AVDA.DAROCA-CEMENTERIO ALMUDENA,28,079,MADRID,A,Avda de Daroca N 93,20090629,20170522,,418.225,30,6,_,,,6_N_507_____2_IT_1_6_2605_*__TI_I_23,,,,6_N_507___,6_N_507_____2_IT_1,6_2605,6_2605_*,6_2605_,
4188,6,346647,106,106,2,1,2606,*,,28,TI,I,AV.DAROCA-SANTA PRISCA,28,079,MADRID,A,Avda de Daroca N 81,20120131,20120109,,431.581,30,6,_,,,6__106_____2_IT_1_6_2606_*__TI_I_28,,,,6__106___,6__106_____2_IT_1,6_2606,6_2606_*,6_2606_,
4189,6,359378,507,N7,2,1,2606,*,,24,TI,I,AV.DAROCA-SANTA PRISCA,28,079,MADRID,A,Avda de Daroca N 81,20090629,20170522,,408.047,30,6,_,,,6_N_507_____2_IT_1_6_2606_*__TI_I_24,,,,6_N_507___,6_N_507_____2_IT_1,6_2606,6_2606_*,6_2606_,
4190,6,346647,106,106,2,1,2607,*,,30,TI,I,MATEO GARCIA-AV.DAROCA,28,079,MADRID,A,Calle de Mateo García N 41,20120131,20120109,,213.699,30,6,_,,,6__106_____2_IT_1_6_2607_*__TI_I_30,,,,6__106___,6__106_____2_IT_1,6_2607,6_2607_*,6_2607_,
4191,6,359378,507,N7,2,1,2607,*,,26,TI,I,MATEO GARCIA-AV.DAROCA,28,079,MADRID,A,Calle de Mateo García N 41,20090629,20170522,,213.699,30,6,_,,,6_N_507_____2_IT_1_6_2607_*__TI_I_26,,,,6_N_507___,6_N_507_____2_IT_1,6_2607,6_2607_*,6_2607_,
4192,6,346647,106,106,2,1,2608,*,,31,TI,I,ALCALA-ALCALDE LOPEZ CASERO,28,079,MADRID,A,Calle de Alcalá N 285,20120131,20120109,,437.754,14.213,6,93_203,,,6__106_____2_IT_1_6_2608_*__TI_I_31,,,,6__106___,6__106_____2_IT_1,6_2608,6_2608_*,6_2608_,
4193,6,359378,507,N7,2,1,2608,*,,27,TI,I,ALCALA-ALCALDE LOPEZ CASERO,28,079,MADRID,A,Calle de Alcalá N 285,20090629,20170522,,437.754,15.658,6,93_203,,,6_N_507_____2_IT_1_6_2608_*__TI_I_27,,,,6_N_507___,6_N_507_____2_IT_1,6_2608,6_2608_*,6_2608_,
4194,6,342847,108,108,1,1,2609,*,,20,TI,T,CTRA.LEGANES-CEMENTERIO CARABANCHEL,28,079,MADRID,A,Calle del Thaler N 16,20100827,20100717,,248.5171,10.795,6,_,,,6__108_____1_IT_1_6_2609_*__TI_T_20,,,,6__108___,6__108_____1_IT_1,6_2609,6_2609_*,6_2609_,
4195,6,342848,108,108,2,1,2609,*,,1,TI,T,CTRA.LEGANES-CEMENTERIO CARABANCHEL,28,079,MADRID,A,Calle del Thaler N 16,20100827,20100717,,0,0,6,_,,,6__108_____2_IT_1_6_2609_*__TI_T_1,,,,6__108___,6__108_____2_IT_1,6_2609,6_2609_*,6_2609_,
4196,6,342848,108,108,2,1,2611,*,,8,TI,I,ALBA TORMES-FEDERICO GRASES,28,079,MADRID,A,Calle de Alba de Tormes N 49,20100827,20100717,,159.4002,13.36,6,_,,,6__108_____2_IT_1_6_2611_*__TI_I_8,,,,6__108___,6__108_____2_IT_1,6_2611,6_2611_*,6_2611_,
4197,6,342848,108,108,2,1,2612,*,,9,TI,I,ALBA TORMES-EPOCA,28,079,MADRID,A,Calle de Alba de Tormes N 33,20100827,20100717,,155.786,30,6,_,,,6__108_____2_IT_1_6_2612_*__TI_I_9,,,,6__108___,6__108_____2_IT_1,6_2612,6_2612_*,6_2612_,
4198,6,342848,108,108,2,1,2613,*,,10,TI,I,ALBA TORMES-WITERICO,28,079,MADRID,A,Calle de Alba de Tormes N 11,20100827,20100717,,189.237,30,6,_,,,6__108_____2_IT_1_6_2613_*__TI_I_10,,,,6__108___,6__108_____2_IT_1,6_2613,6_2613_*,6_2613_,
4199,6,342848,108,108,2,1,2614,*,,11,TI,I,SOMBRA Nº25,28,079,MADRID,A,Calle de la Sombra N 15,20100827,20100717,,238.4912,-1,6,_,,,6__108_____2_IT_1_6_2614_*__TI_I_11,,,,6__108___,6__108_____2_IT_1,6_2614,6_2614_*,6_2614_,
4200,6,342848,108,108,2,1,2615,*,,12,TI,I,PADRE AMIGO-MORENO,28,079,MADRID,A,Calle del Padre Amigó N 18,20100827,20100717,,218.8597,-1,6,_,,,6__108_____2_IT_1_6_2615_*__TI_I_12,,,,6__108___,6__108_____2_IT_1,6_2615,6_2615_*,6_2615_,
4201,6,339746,118,118,2,1,2616,*,,19,TI,I,CNO. VIEJO DE LEGANES-CARCASTILLO,28,079,MADRID,A,Calle del Camino Viejo de Leganés N 263,20081229,20081210,,296.9213,12.126,6,_,,,6__118_____2_IT_1_6_2616_*__TI_I_19,,,,6__118___,6__118_____2_IT_1,6_2616,6_2616_*,6_2616_,
4202,6,365560,516,N16,2,1,2616,*,,14,TI,I,CNO. VIEJO DE LEGANES-CARCASTILLO,28,079,MADRID,A,Calle del Camino Viejo de Leganés N 263,20200818,20200820,,455.7893,13.754,6,_,,,6_N_516_____2_IT_1_6_2616_*__TI_I_14,,,,6_N_516___,6_N_516_____2_IT_1,6_2616,6_2616_*,6_2616_,
4203,6,339746,118,118,2,1,2617,*,,20,TI,I,Cº VIEJO LEGANES-WENCESLAO,28,079,MADRID,A,Calle del Camino Viejo de Leganés N 179,20081229,20081210,,201.9599,12.126,6,_,,,6__118_____2_IT_1_6_2617_*__TI_I_20,,,,6__118___,6__118_____2_IT_1,6_2617,6_2617_*,6_2617_,
4204,6,339746,118,118,2,1,2618,*,,21,TI,I,Cº VIEJO LEGANES-FALCINELO,28,079,MADRID,A,Calle del Camino Viejo de Leganés N 167,20081229,20081210,,223.101,30,6,93_431,,,6__118_____2_IT_1_6_2618_*__TI_I_21,,,,6__118___,6__118_____2_IT_1,6_2618,6_2618_*,6_2618_,
4205,6,365560,516,N16,2,1,2618,*,,15,TI,I,Cº VIEJO LEGANES-FALCINELO,28,079,MADRID,A,Calle del Camino Viejo de Leganés N 167,20200818,20200820,,425.0619,13.754,6,93_431,,,6_N_516_____2_IT_1_6_2618_*__TI_I_15,,,,6_N_516___,6_N_516_____2_IT_1,6_2618,6_2618_*,6_2618_,
4206,6,283642,247,247,2,1,2619,*,,4,TI,I,Cº VIEJO LEGANES-PELICANO,28,079,MADRID,A,Calle del Camino Viejo de Leganés N 141,19991221,19861001,,154.7522,9.893,6,_,,,6__47_B____2_IT_1_6_2619_*__TI_I_4,,,,6__47_B__,6__47_B____2_IT_1,6_2619,6_2619_*,6_2619_,
4207,6,339746,118,118,2,1,2619,*,,22,TI,I,Cº VIEJO LEGANES-PELICANO,28,079,MADRID,A,Calle del Camino Viejo de Leganés N 141,20081229,20081210,,245.915,30,6,_,,,6__118_____2_IT_1_6_2619_*__TI_I_22,,,,6__118___,6__118_____2_IT_1,6_2619,6_2619_*,6_2619_,
4208,6,365560,516,N16,2,1,2619,*,,16,TI,I,Cº VIEJO LEGANES-PELICANO,28,079,MADRID,A,Calle del Camino Viejo de Leganés N 141,20200818,20200820,,245.915,30,6,_,,,6_N_516_____2_IT_1_6_2619_*__TI_I_16,,,,6_N_516___,6_N_516_____2_IT_1,6_2619,6_2619_*,6_2619_,
4209,6,339746,118,118,2,1,2620,*,,23,TI,I,Cº VIEJO LEGANES-AV.OPORTO,28,079,MADRID,A,Calle del Camino Viejo de Leganés N 111,20081229,20081210,,251.038,30,6,_,,,6__118_____2_IT_1_6_2620_*__TI_I_23,,,,6__118___,6__118_____2_IT_1,6_2620,6_2620_*,6_2620_,
4210,6,365560,516,N16,2,1,2620,*,,17,TI,I,Cº VIEJO LEGANES-AV.OPORTO,28,079,MADRID,A,Calle del Camino Viejo de Leganés N 111,20200818,20200820,,251.038,30,6,_,,,6_N_516_____2_IT_1_6_2620_*__TI_I_17,,,,6_N_516___,6_N_516_____2_IT_1,6_2620,6_2620_*,6_2620_,
4211,6,339746,118,118,2,1,2621,*,,24,TI,I,Cº VIEJO LEGANES-VALLE ORO,28,079,MADRID,A,Calle del Camino Viejo de Leganés N 89,20081229,20081210,,277.0706,13.36,6,_,,,6__118_____2_IT_1_6_2621_*__TI_I_24,,,,6__118___,6__118_____2_IT_1,6_2621,6_2621_*,6_2621_,
4212,6,339746,118,118,2,1,2622,*,,25,TI,I,Cº VIEJO LEGANES-ALEJANDRO SANCHEZ,28,079,MADRID,A,Calle del Camino Viejo de Leganés N 49,20081229,20081210,,307.642,30,6,_,,,6__118_____2_IT_1_6_2622_*__TI_I_25,,,,6__118___,6__118_____2_IT_1,6_2622,6_2622_*,6_2622_,
4213,6,339746,118,118,2,1,2623,*,,26,TI,I,Cº VIEJO LEGANES-GRAL.RICARDOS,28,079,MADRID,A,Calle del Camino Viejo de Leganés N 3B,20081229,20081210,,267.521,30,6,93_358,,,6__118_____2_IT_1_6_2623_*__TI_I_26,,,,6__118___,6__118_____2_IT_1,6_2623,6_2623_*,6_2623_,
4214,6,284279,119,119,1,1,2624,*,,14,TI,I,GRAL.RICARDOS-EL TOBOSO,28,079,MADRID,A,Calle del General Ricardos N 102,19991221,19980905,,194.2579,12.135,6,93_358,,,6__119_____1_IT_1_6_2624_*__TI_I_14,,,,6__119___,6__119_____1_IT_1,6_2624,6_2624_*,6_2624_,
4215,6,339745,118,118,1,1,2624,*,,10,TI,I,GRAL.RICARDOS-EL TOBOSO,28,079,MADRID,A,Calle del General Ricardos N 102,20081229,20081210,,194.2583,-1,6,93_358,,,6__118_____1_IT_1_6_2624_*__TI_I_10,,,,6__118___,6__118_____1_IT_1,6_2624,6_2624_*,6_2624_,
4216,6,339725,035,35,1,1,2624,*,,12,TI,I,GRAL.RICARDOS-EL TOBOSO,28,079,MADRID,A,Calle del General Ricardos N 102,20081223,20081210,,194.2583,-1,6,93_358,,,6__35_____1_IT_1_6_2624_*__TI_I_12,,,,6__35___,6__35_____1_IT_1,6_2624,6_2624_*,6_2624_,
4217,6,351604,526,N26,1,1,2624,*,,21,TI,I,GRAL.RICARDOS-EL TOBOSO,28,079,MADRID,A,Calle del General Ricardos N 102,20140204,20140113,,194.2583,0,6,93_358,,,6_N_526_____1_IT_1_6_2624_*__TI_I_21,,-,,6_N_526___,6_N_526____-_1_IT_1,6_2624,6_2624_*,6_2624_,
4218,6,352421,034,34,1,1,2624,*,,17,TI,I,GRAL.RICARDOS-EL TOBOSO,28,079,MADRID,A,Calle del General Ricardos N 102,19991221,20140526,,194.2583,-1,6,93_358,,,6__34_____1_IT_1_6_2624_*__TI_I_17,,,,6__34___,6__34_____1_IT_1,6_2624,6_2624_*,6_2624_,
4219,6,357224,011,11,2,1,1391,*,,15,TI,I,ALBERTO ALCOCER-BOLIVIA,28,079,MADRID,A,Calle de Alberto Alcocer N 49,20160520,20160402,,190.1415,11.442,6,93_77,,,6__11_____2_IT_1_6_1391_*__TI_I_15,,,,6__11___,6__11_____2_IT_1,6_1391,6_1391_*,6_1391_,
4220,6,369442,040,40,2,1,1391,*,,10,TI,I,ALBERTO ALCOCER-BOLIVIA,28,079,MADRID,A,Calle de Alberto Alcocer N 49,20230222,20230222,,190.1415,12.985,6,93_77,,,6__40_____2_IT_1_6_1391_*__TI_I_10,,,,6__40___,6__40_____2_IT_1,6_1391,6_1391_*,6_1391_,
4221,6,357224,011,11,2,1,1392,*,,16,TI,I,ALBERTO ALCOCER-Pº DE LA HABANA,28,079,MADRID,A,Calle de Alberto Alcocer N 31,20160520,20160402,,362.694,13.36,6,_,,,6__11_____2_IT_1_6_1392_*__TI_I_16,,,,6__11___,6__11_____2_IT_1,6_1392,6_1392_*,6_1392_,
4222,6,369442,040,40,2,1,1392,*,,11,TI,I,ALBERTO ALCOCER-Pº DE LA HABANA,28,079,MADRID,A,Calle de Alberto Alcocer N 31,20230222,20230222,,362.694,30,6,_,,,6__40_____2_IT_1_6_1392_*__TI_I_11,,,,6__40___,6__40_____2_IT_1,6_1392,6_1392_*,6_1392_,
4223,6,357224,011,11,2,1,1393,*,,17,TI,I,ALBERTO ALCOCER-PADRE DAMIAN,28,079,MADRID,A,Calle de Alberto Alcocer N 15,20160520,20160402,,225.244,13.36,6,_,,,6__11_____2_IT_1_6_1393_*__TI_I_17,,,,6__11___,6__11_____2_IT_1,6_1393,6_1393_*,6_1393_,
4224,6,369442,040,40,2,1,1393,*,,12,TI,I,ALBERTO ALCOCER-PADRE DAMIAN,28,079,MADRID,A,Calle de Alberto Alcocer N 15,20230222,20230222,,225.243,30,6,_,,,6__40_____2_IT_1_6_1393_*__TI_I_12,,,,6__40___,6__40_____2_IT_1,6_1393,6_1393_*,6_1393_,
4225,6,369442,040,40,2,1,1395,*,,25,TI,I,MIGUEL ANGEL-RUBEN DARIO,28,079,MADRID,A,Calle de Miguel Ángel N 1,20230222,20230222,,223.302,30,6,93_323,,,6__40_____2_IT_1_6_1395_*__TI_I_25,,,,6__40___,6__40_____2_IT_1,6_1395,6_1395_*,6_1395_,
4226,6,369443,147,147,2,1,1395,*,,27,TI,I,MIGUEL ANGEL-RUBEN DARIO,28,079,MADRID,A,Calle de Miguel Ángel N 1,20230222,20230222,,223.302,30,6,93_323,,,6__147_____2_IT_1_6_1395_*__TI_I_27,,,,6__147___,6__147_____2_IT_1,6_1395,6_1395_*,6_1395_,
4227,6,369442,040,40,2,1,1396,*,,26,TI,I,EDUARDO DATO-ZURBANO,28,079,MADRID,A,Paseo de Eduardo Dato N 9,20230222,20230222,,315.1864,13.06,6,_,,,6__40_____2_IT_1_6_1396_*__TI_I_26,,,,6__40___,6__40_____2_IT_1,6_1396,6_1396_*,6_1396_,
